,제목,분류
60,"[""교환은 배송 완료 후 \xa07일 이내일 경우에만 주문/배송/픽업 조회에서 접수 가능합니다.\xa0\n\n■ 교환 접수 경로\xa0\n모바일(앱/웹): 마이페이지 > 주문/배송/픽업 조회 > 교환 요청\nPC(웹): 마이페이지 > 주문 내역 조회 > 교환 요청\n\n1. 반품할 상품의 교환을 선택 해주세요.\n\n2. 반품 방법을 선택해 주세요.\n- 회수해 주세요 : 무신사 자동회수 서비스로 택배기사가 요청한 회수지로 평일 기준 1일 ~ 3일 이내 방문합니다.\xa0\n- 직접 발송했어요 : 상품을 받은 택배사와 같은 택배사로 반품 예약해야 합니다.\xa0\n※ 반송장 번호가 아직 없다면 반송장 정보는 '다음에 등록하기'를 선택해 주세요.\xa0\n\n3. 환불 배송비를 선결제해야 합니다.\n신용카드 또는 가상 계좌 결제만 가능합니다.\n\n4. 상품은 받아본 그대로 포장해서 반품해 주셔야 합니다.\n\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ [교환처리가 어려운 경우 FAQ]를 꼭 확인해 주세요."", '아래 사유에 해당 되는 경우 교환(환불)이 가능하지 않습니다.\xa0\n\n※ 신발의 경우 브랜드 박스 훼손 시 반품이 가능하지 않으니 받았던 상태 그대로 이중으로 포장해 주세요.\n※ 제품에 사용 흔적  오염  세탁  케이스(포장) 손상  라벨 제거  사은품 사용 등의 경우 반품이 가능하지 않습니다.\xa0\n※ 속옷  양말 등의 제품과 같이 개봉 후 제품의 가치가 현저히 감소하는 경우 반품이 가능하지 않습니다.\n※ 주문 제작 상품의 경우 회원님을 위한 제작 후 배송으로 반품이 가능하지 않습니다.\xa0\n※ 회원님의 사유로 교환 진행중인 상품이 품절된 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n\n상품 포장 잘못된 예시', '', '\xa0', '교환 진행 과정은 아래 내용 참고해 주세요.\xa0\n\n■ 교환 진행 과정\xa0\n상품 회수 > 반품 도착 > 검수 진행 > \xa0교환 상품 출고\n\n※ 상품 회수 후 반품 도착까지 평일 기준 1일 ~ 2일 소요됩니다.\xa0\n※ 검수 기간은 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 교환 상품 출고 까지는 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 해외 배송 교환의 경우 평일 기준 2주 이상 소요됩니다.\xa0', '같은 브랜드 상품이라도 품번 및 상품이 다르면 교환이 가능하지 않습니다.\n\n※ 동일한 상품명의 옵션으로만 교환 신청이 가능합니다.\xa0\n※ 품절된 옵션이거나 추가 금액이 포함된 옵션은 교환이 가능하지 않습니다.\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ 다른 상품으로 교환 희망 시 환불 후 재주문해 주세요\n※ 불량 및 오배송인 경우 교환 요청 후 1:1문의를 통해 제품을 촬영한 사진을 접수해 주세요.']",상품관련
61,"[""교환은 배송 완료 후 \xa07일 이내일 경우에만 주문/배송/픽업 조회에서 접수 가능합니다.\xa0\n\n■ 교환 접수 경로\xa0\n모바일(앱/웹): 마이페이지 > 주문/배송/픽업 조회 > 교환 요청\nPC(웹): 마이페이지 > 주문 내역 조회 > 교환 요청\n\n1. 반품할 상품의 교환을 선택 해주세요.\n\n2. 반품 방법을 선택해 주세요.\n- 회수해 주세요 : 무신사 자동회수 서비스로 택배기사가 요청한 회수지로 평일 기준 1일 ~ 3일 이내 방문합니다.\xa0\n- 직접 발송했어요 : 상품을 받은 택배사와 같은 택배사로 반품 예약해야 합니다.\xa0\n※ 반송장 번호가 아직 없다면 반송장 정보는 '다음에 등록하기'를 선택해 주세요.\xa0\n\n3. 환불 배송비를 선결제해야 합니다.\n신용카드 또는 가상 계좌 결제만 가능합니다.\n\n4. 상품은 받아본 그대로 포장해서 반품해 주셔야 합니다.\n\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ [교환처리가 어려운 경우 FAQ]를 꼭 확인해 주세요."", '아래 사유에 해당 되는 경우 교환(환불)이 가능하지 않습니다.\xa0\n\n※ 신발의 경우 브랜드 박스 훼손 시 반품이 가능하지 않으니 받았던 상태 그대로 이중으로 포장해 주세요.\n※ 제품에 사용 흔적  오염  세탁  케이스(포장) 손상  라벨 제거  사은품 사용 등의 경우 반품이 가능하지 않습니다.\xa0\n※ 속옷  양말 등의 제품과 같이 개봉 후 제품의 가치가 현저히 감소하는 경우 반품이 가능하지 않습니다.\n※ 주문 제작 상품의 경우 회원님을 위한 제작 후 배송으로 반품이 가능하지 않습니다.\xa0\n※ 회원님의 사유로 교환 진행중인 상품이 품절된 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n\n상품 포장 잘못된 예시', '', '\xa0', '교환 진행 과정은 아래 내용 참고해 주세요.\xa0\n\n■ 교환 진행 과정\xa0\n상품 회수 > 반품 도착 > 검수 진행 > \xa0교환 상품 출고\n\n※ 상품 회수 후 반품 도착까지 평일 기준 1일 ~ 2일 소요됩니다.\xa0\n※ 검수 기간은 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 교환 상품 출고 까지는 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 해외 배송 교환의 경우 평일 기준 2주 이상 소요됩니다.\xa0', '같은 브랜드 상품이라도 품번 및 상품이 다르면 교환이 가능하지 않습니다.\n\n※ 동일한 상품명의 옵션으로만 교환 신청이 가능합니다.\xa0\n※ 품절된 옵션이거나 추가 금액이 포함된 옵션은 교환이 가능하지 않습니다.\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ 다른 상품으로 교환 희망 시 환불 후 재주문해 주세요\n※ 불량 및 오배송인 경우 교환 요청 후 1:1문의를 통해 제품을 촬영한 사진을 접수해 주세요.']",상품관련
62,"[""교환은 배송 완료 후 \xa07일 이내일 경우에만 주문/배송/픽업 조회에서 접수 가능합니다.\xa0\n\n■ 교환 접수 경로\xa0\n모바일(앱/웹): 마이페이지 > 주문/배송/픽업 조회 > 교환 요청\nPC(웹): 마이페이지 > 주문 내역 조회 > 교환 요청\n\n1. 반품할 상품의 교환을 선택 해주세요.\n\n2. 반품 방법을 선택해 주세요.\n- 회수해 주세요 : 무신사 자동회수 서비스로 택배기사가 요청한 회수지로 평일 기준 1일 ~ 3일 이내 방문합니다.\xa0\n- 직접 발송했어요 : 상품을 받은 택배사와 같은 택배사로 반품 예약해야 합니다.\xa0\n※ 반송장 번호가 아직 없다면 반송장 정보는 '다음에 등록하기'를 선택해 주세요.\xa0\n\n3. 환불 배송비를 선결제해야 합니다.\n신용카드 또는 가상 계좌 결제만 가능합니다.\n\n4. 상품은 받아본 그대로 포장해서 반품해 주셔야 합니다.\n\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ [교환처리가 어려운 경우 FAQ]를 꼭 확인해 주세요."", '아래 사유에 해당 되는 경우 교환(환불)이 가능하지 않습니다.\xa0\n\n※ 신발의 경우 브랜드 박스 훼손 시 반품이 가능하지 않으니 받았던 상태 그대로 이중으로 포장해 주세요.\n※ 제품에 사용 흔적  오염  세탁  케이스(포장) 손상  라벨 제거  사은품 사용 등의 경우 반품이 가능하지 않습니다.\xa0\n※ 속옷  양말 등의 제품과 같이 개봉 후 제품의 가치가 현저히 감소하는 경우 반품이 가능하지 않습니다.\n※ 주문 제작 상품의 경우 회원님을 위한 제작 후 배송으로 반품이 가능하지 않습니다.\xa0\n※ 회원님의 사유로 교환 진행중인 상품이 품절된 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n\n상품 포장 잘못된 예시', '', '\xa0', '교환 진행 과정은 아래 내용 참고해 주세요.\xa0\n\n■ 교환 진행 과정\xa0\n상품 회수 > 반품 도착 > 검수 진행 > \xa0교환 상품 출고\n\n※ 상품 회수 후 반품 도착까지 평일 기준 1일 ~ 2일 소요됩니다.\xa0\n※ 검수 기간은 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 교환 상품 출고 까지는 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 해외 배송 교환의 경우 평일 기준 2주 이상 소요됩니다.\xa0', '같은 브랜드 상품이라도 품번 및 상품이 다르면 교환이 가능하지 않습니다.\n\n※ 동일한 상품명의 옵션으로만 교환 신청이 가능합니다.\xa0\n※ 품절된 옵션이거나 추가 금액이 포함된 옵션은 교환이 가능하지 않습니다.\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ 다른 상품으로 교환 희망 시 환불 후 재주문해 주세요\n※ 불량 및 오배송인 경우 교환 요청 후 1:1문의를 통해 제품을 촬영한 사진을 접수해 주세요.']",상품관련
63,"[""교환은 배송 완료 후 \xa07일 이내일 경우에만 주문/배송/픽업 조회에서 접수 가능합니다.\xa0\n\n■ 교환 접수 경로\xa0\n모바일(앱/웹): 마이페이지 > 주문/배송/픽업 조회 > 교환 요청\nPC(웹): 마이페이지 > 주문 내역 조회 > 교환 요청\n\n1. 반품할 상품의 교환을 선택 해주세요.\n\n2. 반품 방법을 선택해 주세요.\n- 회수해 주세요 : 무신사 자동회수 서비스로 택배기사가 요청한 회수지로 평일 기준 1일 ~ 3일 이내 방문합니다.\xa0\n- 직접 발송했어요 : 상품을 받은 택배사와 같은 택배사로 반품 예약해야 합니다.\xa0\n※ 반송장 번호가 아직 없다면 반송장 정보는 '다음에 등록하기'를 선택해 주세요.\xa0\n\n3. 환불 배송비를 선결제해야 합니다.\n신용카드 또는 가상 계좌 결제만 가능합니다.\n\n4. 상품은 받아본 그대로 포장해서 반품해 주셔야 합니다.\n\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ [교환처리가 어려운 경우 FAQ]를 꼭 확인해 주세요."", '아래 사유에 해당 되는 경우 교환(환불)이 가능하지 않습니다.\xa0\n\n※ 신발의 경우 브랜드 박스 훼손 시 반품이 가능하지 않으니 받았던 상태 그대로 이중으로 포장해 주세요.\n※ 제품에 사용 흔적  오염  세탁  케이스(포장) 손상  라벨 제거  사은품 사용 등의 경우 반품이 가능하지 않습니다.\xa0\n※ 속옷  양말 등의 제품과 같이 개봉 후 제품의 가치가 현저히 감소하는 경우 반품이 가능하지 않습니다.\n※ 주문 제작 상품의 경우 회원님을 위한 제작 후 배송으로 반품이 가능하지 않습니다.\xa0\n※ 회원님의 사유로 교환 진행중인 상품이 품절된 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n\n상품 포장 잘못된 예시', '', '\xa0', '교환 진행 과정은 아래 내용 참고해 주세요.\xa0\n\n■ 교환 진행 과정\xa0\n상품 회수 > 반품 도착 > 검수 진행 > \xa0교환 상품 출고\n\n※ 상품 회수 후 반품 도착까지 평일 기준 1일 ~ 2일 소요됩니다.\xa0\n※ 검수 기간은 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 교환 상품 출고 까지는 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 해외 배송 교환의 경우 평일 기준 2주 이상 소요됩니다.\xa0', '같은 브랜드 상품이라도 품번 및 상품이 다르면 교환이 가능하지 않습니다.\n\n※ 동일한 상품명의 옵션으로만 교환 신청이 가능합니다.\xa0\n※ 품절된 옵션이거나 추가 금액이 포함된 옵션은 교환이 가능하지 않습니다.\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ 다른 상품으로 교환 희망 시 환불 후 재주문해 주세요\n※ 불량 및 오배송인 경우 교환 요청 후 1:1문의를 통해 제품을 촬영한 사진을 접수해 주세요.']",상품관련
64,재고가 없어요. 언제쯤 구입할 수 있을까요?,상품관련
65,가격이 떨어져 예전에 구매했을 때 보다 싸게 팔고 있는 경우 차액 환불이 되나요?,상품관련
66,사진과 제품의 실제 색상이 다른 것 같아요.,상품관련
67,무신사 스토어의 상품들은 모두 정품인가요?,상품관련
68,정식 수입상품과 병행수입상품은 무슨 차이인가요?,상품관련
69,무신사 스페셜숍 상품들은 어떤 상품들인가요?,상품관련
70,상품 문의는 어떻게 작성하나요?,상품관련
71,무신사는 디자인 도용 / 라벨 교체 상품에 어떻게 대응하나요?,상품관련
72,작성 후 수정  삭제할 수 있나요?,상품관련
73,반품 주소지가 어떻게 되나요?,상품관련
74,"['일반적으로 입점 업체의 품절 상품 재입고 여부 및 일정은 무신사 스토어에서는 정확히 알기 어렵습니다. 재입고 여부는 상품 상세 페이지의 상품문의 게시판을 통하여 문의하시는 것이 가장 정확합니다. 재입고 알림을\xa0등록하시면 재입고 알림 문자를 받아보실 수 있습니다.', '판매 가격의 변동에 따른 차액을 보상해드리지 않습니다.', '온라인의 특성상 상품 이미지는 출력되는 모니터 환경에 따라 조금씩 차이가 있을 수 있으며 이는 판매자 사유에 의한 교환 및 환불 대상이 아닙니다.', '모든 제품은 브랜드 본사 혹은 정식 수입업체나 정품 병행수입 업체를 통해 정식 계약을 맺고 판매되므로 믿고 구입하셔도 됩니다.\xa0\n위와 같은 확인 절차에도 불구하고 구매하신 상품이 가품으로 판명될 경우 해당 상품\xa0구매\xa0가격의 100%를 보상해드립니다.\n일부 브랜드의 경우 본사에서 제공하는 보증서가 동봉됩니다.', '정식 수입 상품은 브랜드 본사와 계약하여 한국 판매를 목적으로 공식 수입원이 수입한 상품으로 A/S 등의 책임을 한국 본사가 가지는 것이 특징이며 병행수입 상품의 경우 한국 외 국가 판매 상품을 상대적으로 낮은 가격으로 수입하여 판매하는 것으로 A/S 등이 대부분 불가합니다.', '무신사 스페셜숍에서는 무신사 단독 판매 상품이나 브랜드 최상위 라인의 특별한 제품  기간 한정의 예약상품을 소개하기에 다른 곳에서는 만나기 힘든 제품들이 대부분입니다. 단  일부 상품의 경우 브랜드의 정책에 따라 한정판 상품이라도 판매 수량이 추가될 수 있으며 판매 기간이 연장될 수 있습니다. ※ 기간 한정 예약 상품은 취소 및 교환이 불가합니다.', '문의하고자 하는 상품의 상세 페이지 접속 후 하단의 상품 문의 목록에서 작성할 수 있습니다.\xa0\n재입고  사이즈  배송 등 상품과 관련된 문의 사항을 남겨주시면\xa0브랜드 담당자가 직접 답변드립니다. 상품과 관련 없는 욕설  비방  회원 간 거래 글  명예훼손  타 쇼핑몰 언급  허위사실 유포  광고성 등의 문의는 숨김 처리됩니다.\n주문번호  연락처  계좌번호 등의 개인 정보 관련 내용은\xa0노출이 되지 않도록 비밀글로 문의해 주시기 바랍니다. 공개 글은 비밀글로 전환될 수 있으며  개인 정보 노출로 인한 피해는 무신사 스토어가 책임지지 않습니다.', '무신사는 입점 업체의 디자인 도용 또는 라벨 교체 상품 판매를 용인하지 않습니다. 해당 사례 발생 시 다음과 같이 처리합니다.\n\n1. 제보 접수\n- 무신사 커뮤니티 게시판이나 입점 업체  내부 조사를 통해 문제를 파악합니다.\n\n2. 사실 관계 확인\n- 관련 업체에 사실 확인을 요청합니다. 업체의 디자인 도용 또는 라벨 교체 상품 인정 시  다음 단계를 진행합니다.\n- 디자인 도용  라벨 교체 상품이 아님을 주장할 경우  무신사는 소명 자료를 요구하고 이를 토대로 무신사 내/외부 검증을 거쳐 진위 여부를 가립니다.\n\n3. 해당 상품 판매 중지\n- 업체의 인정 또는 소명 자료가 충분치 않을 경우  해당 상품은 즉시 판매 중지합니다.\n\n4. 처리결과 및 업체 입장 공지\n- 판매 중지와 함께 사안에 대한 경위 및 처리결과를 무신사 스토어 공지 게시판에 게재합니다. 또한 업체에게 커뮤니티를 통해 직접 입장을 게재하도록 권고합니다.\n\n5. 무신사 기준에 따라 최고 퇴점 조치\n- 반복적이거나 광범위하게 디자인 도용 또는 라벨 교체 상품이 발생하는 업체는 퇴점 처리합니다.\n\n무신사에서 판매되는 모든 상품을 신뢰하실 수 있도록 최선을 다하겠습니다.']",상품관련
